source,target,count
Alena,perradesatan,1
Pepe Avil�s,pictoline,1
Mar�a Bravo,WillyTolerdoo,1
kain,risudose,1
Susana Jarauta,frandepan,1
Jos� Pe�o,cosmejuan,1
Eme,ConElMazoDando,1
Yaiza Penslaf�r.,LaVanguardia,1
J. Llorente????,jmdelalamo,1
Can Pistraus,GINER,1
Carlos A. Victoria,20m,1
Lorena,Esparroqui,1
Cristina Visa,SuNotissima,1
Ferran Recio,govern,1
�nnia Bosch,elnacionalcat,1
Pam Abbott,AJENews,1
Sergio Cerd�n #S�,AntonioMaestre,1
Victor D. Avenda�o,Hibai_,1
Any De La Nuez,JesusCintora,2
Joan Gest�,324cat,1
Alba Blanc,AliciaCastroAR,1
Nico Bus,RLOppenheimer,1
Jujoch,KikoMatamoros,1
Elizabeth_B�thory,TONICRUZ1,1
Sonju67,CiudadanosCs,1
Alexander Mesa,CNNEE,1
Poli,hermanntertsch,1
Swarly R�osson,RodEyzaguirre,1
hal16366 -,Toniangos,1
Azizjon Abdullayev,DeniseDresserG,1
Ana,el_pais,1
?ARI??,andresiniesta8,1
Sim�n,masademocrata,1
Cristian L',govern,1
requiem rj,mossos,1
MARIA TERESA LILLO S,monicaoltra,1
Daniel,trecet,1
Salima Iglesias,juanfont,1
Shar Cunningham,Channel4News,1
NourNews,LaVanguardia,1
Lorena Moraga Moya,thecliniccl,1
No� Garibay Jim�nez,elEconomistaes,1
Alix Navarro,NicolasMaduro,1
Merc� Ynos,naciodigital,1
javi,MarianolvaroMon,1
#CFK2019Conduce,larepublica_ec,1
QuinaBarbaritat,elespanolcom,1
pedrocruzgc,zoidoJI,1
Xavier valenti,MonDiari,1
Ann -Danielle,JulianAssange,1
J. Luis Moyano,GLlamazares,1
JMCarrasco,elmundoes,1
L�dia Pifarr�,telecincoes,1
Jos� Pl�garo,elmundotoday,1
Joana Velarde,JulianAssange,1
Lulim�n @ JW_Madrid,MorganeDesignMC,1
Laura BG,CatalansForYes,1
Fran Rodr�guez,mavarosg,1
Cesar Avellaneda,jordievole,1
Rylan Stewart,Dibyendu69,1
Adri�n Montesinos,agarzon,1
Martin F Wood,ActualidadRT,1
J. Derrida,marianorajoy,1
David,JoseAntonio_BG,2
Carla??17deOctubre,CelopanYT,1
Merc� Rovira Ribera,Snowden,1
Rubrov,davidbroncano,1
Iraultza: 7ak1,AJENews,1
Luis Francisco Lopez,MafeCarrascal,1
Defensa Fiscal,DeniseDresserG,1
mbulL ajaaaa;),DeniseDresserG,1
N�ria HR ?,Sirsha_art,1
Anarchist ?? ??? ?,RealMuckmaker,1
v�ctor ruiz,AlfonsoRojoPD,1
Anna Maria oliva,ErnestoEkaizer,1
Ciudad de la Furia.,miguelhotero,1
Manu,AntonioRNaranjo,1
Margaret Mbilizi,HugoCabezas78,1
Justus R�meth ??,StefanLeifert,2
Fatima Arag�n,perezreverte,1
Mireya Agra,martinainstein,1
Marta.,TraedRuffles,1
FREDDY ARIZAGA,ActualidadRT,2
nopaltzin franco,DeniseDresserG,1
Cris Velasco ?,DaniMateoAgain,1
Montse Barrera,PSOE,1
Zuzzy,andreaa0199,1
Damely Clarin,ChuoTorrealba,1
toti maso ||\*/||,bomberscat,1
Cristina Orts,davidbroncano,1
Javier Quintana,claudiperez,1
"Ren�, #NOesNO",luistudanca,1
Mecagont�,_Parao,1
Enrique Mu�oz,richardsandoval,1
Anadesolano,FCBarcelona,1
Ismael Casta�eda Mor,cuatro,1
maria de nines,JulianAssange,1
Michelle Andrea,VTVcanal8,2
Ricardo Alcota,GaelGarciaB,1
Alberto BN,bpberta,1
jrdc,Esquerra_ERC,1
Roger Escarr�,PabloMM,1
Tito Padilla,jordievole,1
JosefK,jcoscu,1
Marc P,CNN,1
Eugenia Arenas,leohaberkorn,1
Unidad Matancera,marlencita315,1
Fina Rubio Serrano,JulianAssange,1
Toni Lou,IgnatiusFarray1,1
Compa Moy,lovrega,1
Alfredo #EnComu,ierrejon,1
S�lvia ?He votat S�?,QuicoSalles,1
Xevi Cases,ForcadellCarme,1
nieves rabano fernan,Pedro_Arancon,1
Fran Arbulu,elmundoes,1
Pedr�o,JesusCintora,1
Voz Andante,SalvadorDelRio9,1
? #Empaperem,gonpitarga,1
Diana Marzal,cabreradavid,1
Luis Esteban,JoseantonioJun,1
JAVI MARTEL,Nanchinho,1
Amadeus,malcomgomez,1
Pere Joan Mateu,AnitaBotwin,1
Rodrigo de Oliveira,Ruptly,1
Tuka Otgu,AnitaBotwin,1
zuly vivas,ActualidadRT,2
DAVID BONILLO,CiudadanosCs,3
koen pat,LievenTailly,1
Eduard,_isaacrosa,1
Jes�sNK,AlfonsoDazPeron,1
Hispano #Espa�aunida,fuckfrankeredik,1
Gemma Costa,MouteReferendum,1
Schwanenweh,govern,1
Paula Padull�s,XSalaimartin,1
Gabriel Carrero,correoorinoco,1
?Sangre VerdiBlanca?,Kevin_Maguire,1
Michael Cozens,kylegriffin1,1
Matthew Bennett,matthewbennett,1
Metropiezoenlollano,IgnatiusFarray1,1
David Abril,AntonioMaestre,1
�lvaro de �rdago,masademocrata,1
Aina??,CelopanYT,1
Matilde Mart�nez,CDRGoticRaval,1
David,ActualidadRT,1
fimalour,ECEspana,1
IV�N JOS� ROMERO,60_minutosur,1
RojaRojita,hankdiaz,1
Jos� MADRIDISTA PURO,elespanolcom,1
SI,JulianAssange,1
Pablo Lalanda ??,VidalQuadras,1
Charo Salas,CarlosEstop,1
davidvan,jenarovillamil,1
El Antenista,A3Noticias,1
marysa,La_SER,1
Jacek Taczala,CNN,1
Castellano viejo,hermanntertsch,1
op????? u???s????,elmundotoday,1
D,gerardotc,1
Agarco,el_pais,1
GBG-Chapuzman,CNNEE,1
Ramon,AntonioMaestre,1
xavi,GINER,1
Helvegen.,luisrueda96,1
Illya Marlo,GaelGarciaB,1
Isidre Casals,JoanQueralt,1
??,NatashaBertrand,1
Juan M. Zaragoza,aberron,1
ENEAS ARTAUD,elmundotoday,1
Juan Sin Miedo,esvalero,1
Guilla,AntonioMaestre,1
Zuri�e Eguiluz,eitbNoticias,1
VenezoGuaro ???,TITORODRIGUEZZ,3
LilAnder?,Pablo_Iglesias_,1
P.Joan,ferrantorrentll,1
Doctor Otorongo,europapress,1
Sergi Riera,IgnatiusFarray1,1
F� Javier Sanchez Re,trecet,1
Silvia Casado,agarzon,1
Victor Garmon,davidbroncano,1
Laura,ForcadellCarme,1
GotoTheJek,panditfootball,1
Vato,Ladinszky,1
Raul,el_pais,1
Luisa Margarita,XabierCosco,1
gemma,joseprull,1
#SoyCHavistaYQue?,petrogustavo,1
Anabel,24h_tve,1
jose rivero,Cazatalentos,1
Hugues,Pablo_Iglesias_,1
Marius Optimus,Santi_ABASCAL,1
Sebasti�n L�pez ?,toniaira,1
CARLOSERNESTO,lamarea_com,1
JOSEPA MONTORI,PPopular,1
Carmen Santana,esperanzagarcpp,1
Lu Cortada ||*||,JuanDiegoBotto,1
DiploNotes,europapress,1
Jesusita Vlogs,aberron,1
eva b.trivi�o,JuanDiegoBotto,1
Josep Vizcarro,tableroglobal,1
Ramon Suniaga,la_iguanatv,1
NURIA ROSALS,DretsCat,1
Jordi Gaya,CarlesMundo,1
Albert Herrero,DiegoPodemos,1
David Gould,mirodavid,1
Enrique ArDUInoII*II,324cat,1
Marc25,MiguelUrban,1
Sebasti� Adrover,diariomallorca,1
Joy Bolton,elpuntavui,1
Toti,tomasontoti11,1
Ramon T�pies Cors,SusodeToro1,1
Tony Mori,jorrdirrobert,1
JUAN ANTONIO VIANA,forogc,1
alba,revistamongolia,1
Andrea,nytimes,1
Silvia,RaphaelMinder,1
Manolen,TxemaCG,1
�melu,GnuShell,1
Alicia,Dibugenica,1
Arnau Serra Rovira,davidbroncano,1
P.J. Cruz Armendariz,jesusmarana,1
Eugenio S�nchez,ArgeliaQueralt,1
Sara,ClaraGrima,1
Natalia Bravo,damiabonmati,1
Sonia Andara Otaiza,DPresidencia,1
Agente Supertramp,democraciareal,1
Un t�o codob�s,ALejo_pim,1
Mar�a Jes�s,pereceron,1
Daniel QV,okdiario,1
Campbell Gemmell,Reuters,1
Alg�n Mago Loco,natalie_10000,1
Niebla_19,JosPastr,1
silv,teleSURtv,1
M�s Benalm�dena C.,basteiro,1
Fer Nando,Lampedoc,1
N�! ||?||,AlexHinojo,1
JQarles,guardianworld,1
ANGEL VAZQUEZ,JauaMiranda,1
alexander caruci,maperezpirela,1
hoswldosg,ActualidadRT,1
Adri?,pablomy92,1
Carlos,Sr_Dios,1
Eduard Buzzi,FrBellmunt,1
Mireia Puigjaner,JulianAssange,1
carranque,abc_es,1
Peter_Pan,Nanchinho,1
Eva Maria,DaniMateoAgain,1
Miquel Angel Vilar�,lizcastro,1
Judit Duran,JulianAssange,1
Quint�,Quinta_S7,1
Marga,324cat,1
J. Garc�a Medina,SostresSalvador,1
Sof�a Jim�nez,cxlturx,1
Cayetano,AntonioMaestre,1
Mava,superedubcn,1
Gisela #1ONadaQVotar,doingfriendship,1
Salvador Mujal Valls,JanneRiitakorpi,2
Mike Harrison,PaulbernalUK,1
chris lee,RT_com,1
M Luisa Lacomba,el_pais,1
Salvador Mujal Valls,VilaWeb,1
Aramis Mendoza,Yipee182,1
Cristina Roure,JulianAssange,1
BO$$,Conflicts,1
El mentalista,AlfonsoRojoPD,2
Joshua Bradshaw,rtvbn1,1
Luna2424,FVillacisneros,1
Patrick,catalangov,1
Angel Rodriguez Pose,IvanVelez72,1
Giovanni Di Maio,JulianAssange,1
BertaFlo,GINER,1
GaitansitoRoberto,elmundotoday,1
X�nia Buss�,tjparfitt,1
Mari Angeles Pajares,jordievole,1
Txema from CAT ll*ll,KRLS,1
Manuel Merino,Guerraeterna,1
Ester Moncunill,juanrallo,1
Michael Marshall,20m,1
Carles Casanovas,eduardvoltas,1
lucrates,_ManuSanchez_,1
octubre,KRLS,1
Guillermo Eggenhofer,EspejoPublico,1
?Aleex?,PPculpables,1
nico bellic,catalangov,1
Juan P. F�brega,CNNEE,1
Anatoliy Maksimov,karaszpalko,1
GSP,NataliaPastor,1
Mariano Leita,LucasCruzado,1
Gravelord nito?,catafimosis,1
avril la bi,GretchenTupper,1
Eraseunavez...,Kalindakano,1
Merc� Miralles II*II,Esquerra_ERC,1
Chester,bicicletagris,1
Manel Rebollo Villar,324cat,1
Helen Hims,BBCWorld,1
RemediosMedios,jordievole,1
? Manuel Espinosa ?,GaelGarciaB,1
Oor Sylvia Taylor,JulianAssange,1
miritalola73,DebatAlRojoVivo,1
Alba Blanco,lmlargo,1
Allons-y,Iriagparente,1
eduardcomeig,LaVanguardia,1
Mar,Andreusanmar,1
Manuel Panchito,arsenioescolar,1
Carpe Diem,martuniki,1
Mr.Heavy,____tuan,1
\\\ikel,324cat,1
Ariadne,NoticiasVenezue,1
Marta Jov�,CarlesMundo,1
Marta M ._.,elbaronrojo,1
Tengo Miedo,AngeMall,1
Real Madrid ?,elchiringuitotv,1
rosalia campos monge,DaniMateoAgain,1
Antoni Ferrer,JulianAssange,2
Rafa Mu�oz Miranda,ELMacFlay,1
Antonio Villarroel,davidbroncano,1
soberaniatachira,PresidencialVen,1
Jorge Godoy,iescolar,1
Jes�s RL,AntonioMaestre,1
CasiGuanche,davidbroncano,1
GONZALO,javieroboe,2
#1Oct ? S� ??,arquitectamos,1
The Big Neo,b_truj,1
A les 5:00h al cole,gerardotc,1
Eli,A3Noticias,1
Sharif Jano,FonsiLoaiza,1
Edgar  Romero,lamarea_com,1
Andreu Tobella,elpuntavui,1
Alex negra,masademocrata,1
Natalia Rodr�guez,cbellolio,1
number6,aminahekmet,1
Juan Clemente Su�rez,obermaiervarela,1
Juan Antonio ??,teourbieta,1
JDDMM,CiudadanosCs,1
Alberto Bernardo,vertederosotano,1
Goiko,govern,1
Albert Mola,davidbroncano,1
Pedro Palacios,elmundoes,1
Rapies -#CATexit,gebelque,1
Enrique Amestoy,jmkarg,1
Xavier Llu�s Fuentes,JulianAssange,2
Juanjo Blanco Ramos,carrusel,1
TRANSform,CNN,3
Jep Cabestany,sergiiiiii123,1
MARTHA AGUILAR,josegreghg,1
Minami's World,324cat,1
�ngel Velasco. ?,cesamo70,1
?Kovu-samaaAA?,FonsiLoaiza,1
Gafotas,LuisRoca_1,1
Luis Quiles,tableroglobal,1
Mike Nicholas,Otto_English,1
Daniel,JosPastr,1
Generalmusic,davidbroncano,1
Manuel  Manriquez,elmundoes,1
David Mu�oz,martinainstein,1
Spiderbat Irenes,freezydorito,1
Dani,raulzxr3,1
Niccol� Machiavelli,Olaif,1
David Bitchell,CatalansForYes,1
Juan antonio Ferr�,hermanntertsch,1
�ngela,elespanolcom,1
Tony,el_pais,1
Khristian Hernandez,HugoCabezas78,1
Pez en el agua,Barsatomeu,2
PEPE VENDRELL,FonsiLoaiza,1
alex perdiguero,Pablo_Iglesias_,1
Maria,forogc,1
Ariadna F.,passandra21,1
javifenix,CorrienteRoja,1
Pablo G,elmundoes,1
Pepo82,DavidMeseguer,1
Elizabeth Lea Vos,theintercept,1
Pedro,davidbroncano,2
eliane  lucena,HugoCabezas78,1
Max Dzul,DeniseDresserG,1
Javier Sierra,quiquepeinado,1
BertaFlo,fermisantamaria,1
jose echenique /RCNT,teleSURtv,1
LUBALLOS,patsdeteruel,1
LUIS ARAGON�S,AlbertoSimon_27,1
la mari,GINER,1
Digger,TheEconomist,1
Juan Jim�nez A.,pcayuqueo,1
Careperro ?,HeraldoMunoz,1
NEO Bahamuth.,ActualidadRT,1
Impresionado,ahorapodemos,1
Natalia Prof,Ulldebou1,1
Rodrigo Munilla,OsvaldoWehbe,1
Llu�s ?,elnacionalcat,1
(have-YER! Candeira),candeira,2
Toni Lopez,europapress,1
Jorge Ram�rez Romero,KRLS,1
Joan Valls,roccasagran,1
isabel martin mu�oz,norcoreano,1
Lady M�niica  ?,El_Conde_Chico,1
AgustiST69,btvnoticies,1
Claudia Campos TCS,ReutersLatam,1
PP Pontevedra Prov.,PPopular,1
yonoeraperonista,ierrejon,1
Jes�s ?,CallMePains,1
bubu cat,Vandalio_,1
!!Andres!!,0370407d4e094bb,1
Anni Ta,DavidMeseguer,1
Couttet Lovera Carol,captsingh,1
manuel alfonso,dcampo_,1
Come Pan,TroyanoPay,1
lucho,dramalesbian_,1
PaulPopper,JuliaHB1,1
tammy dalke,HugoCabezas78,1
Sergio,ActualidadRT,1
Ros Mari Martinez,KRLS,1
Camba,AJENews,1
Alterego,davidbroncano,1
Elsaco,guilles2012,1
Luis Adolfo G. ??,IsabelEnBerlin,1
Mauricio Hernandez,GustavoVela71,1
Enrique Lamas,albertoestiburo,1
xoxo,cryingincamren,1
Raul lopez tarres,juanmadomenech,1
Legio Fenix,BonIndepe,1
?ire ???gs,mossos,1
Julio Lozano,Pablo_Iglesias_,1
SalaLaraMPPE,HumanaZel,1
Mamen Duarte,JosPastr,1
Rafa ????,SinEmbargoMX,1
Mery Nuts,AntonioMaestre,1
????? v:,JulianAssange,1
�lvaro Ruiz,_HellWalker__,1
Manuel,__CarmenLopez,1
Bea Taleg�n,AntonioMaestre,1
Juan Lopez Mauro,radiocable,1
Xevi Alde #Tram106,KRLS,1
Jesus R Padilla M,teleSURtv,1
Jes�s Valero,petrogustavo,1
MSL,CNNEE,1
khato,PrezPaola,1
Felix Esteban,HoyPorHoy,1
Oc�,quim_gimeno,1
a l e x a n d r a ?,FacunMoreno,1
Laura L. Wilson,guardian,1
Brandan,kylegriffin1,1
FMorales,Todopolicia,1
virus josemi,Berlustinho,1
androide??,BoogiemanFtw,1
Liberal Furibundo,Slaanesh_Adria,1
JESUS RODRIGUEZ,eltivipata,1
RJ,europapress,1
Guillermo Rodr�guez,martuniki,1
Hans Valer,DerSPIEGEL,1
Cris,GeorgeKerevan,1
globalNOISE,JulianAssange,1
Omar Tayara,sergilabori,1
paloma aznarez,PaquiPastor,1
neknauj,LoXabvi,1
Sof�a,bbcmundo,1
Beatriz Pedrosa,soybytuiterilla,1
Ricardo Pineda,marianorajoy,1
J.M.Vidal-Illanes ?,c_cardenas_s,1
Jos� Luis #S�  |�*�|,naciodigital,1
Roger Llovet Maj�,AFP,1
Miguel S�nchez Gal�n,IgnatiusFarray1,2
Daniel Gutierrez,UNoticias,1
SARA,CarmeCleries,1
Take the square,AgenciaUO,1
Victoria Fernandez,RighteousBabe4,1
Serrallonga?X,Ulldebou1,1
Nuri148,Bekamokhe,1
Eugenio Gomez-Acebo,RogerDomingo,1
? Cere_Ender,Random_Dragon,1
ALFONSO SOSA SENRA,CapitanAdobo,1
Bonny Doon,w_nicht,1
NeoAngel1984,democraciareal,1
V�cRibesll*ll,MainatJM,1
walter diaz,TVVnoticias,1
Alma Vasquez,l_p_o,1
Marc P,Snowden,1
Eloi S.,KRLS,1
#PETRO SI CUMPLIO,lamarea_com,1
Jordi Mestres,sirolopez,1
Linda Goodwin,kylegriffin1,1
Marc,btvnoticies,1
???? ???? ??????,PA,1
Fric,FacunMoreno,1
J�lia Isern,cllurba4,1
Rosa Montero,miqueliceta,1
Javi @munt,Judit_carpe,1
kantinu,kantinu,1
Gaceciliabcn,Snowden,1
Carlos,jordievole,1
vivi martinez,jatirado,1
Diegui,_Parao,1
jportell,XSalaimartin,1
Pilar Catal�n,LargoJavariega,1
Hector  G.,1S11DUR,1
adria corominas,Gol,1
AVgVst II*II,FonsiLoaiza,1
Xavier Llu�s Fuentes,gebelque,1
Nerma,ipatolorente,1
Fco GO,Elaguijon_,1
99.9 Valencia Radio,juanmadomenech,1
Rhaegar,pictoline,1
Raquel Carre�o,CollectiuRonda,1
Casilda,dasgoed,1
jorge,LaVanguardia,1
Aurora,pnique,1
cazalla norte,marca,1
Miguel,trecet,1
MariaJesus Rey,SostresSalvador,1
MAI OVIEDO  RNO,ViceVenezuela,1
Ileana,LeonKrauze,1
Ben Wesson,jeremycorbyn,1
FJGZurita,GLlamazares,1
CEMAOOCCIDENTE,VTVcanal8,1
Herminia Font,miquelcalcada,1
Asun Lasaosa Zazu,PabloTilo,1
Sara-II*II90%SI,Albert_Ccia,1
Pedro Ramos,abc_es,1
Armand Ribas,armand_ribas,1
Daniel,LaVanguardia,2
Rongo,JulianAssange,1
Paladin,DPuentespina,1
F.Javier Villalvilla,SITO977,1
TRLB ?,_ju1_,1
Werty #Si #SensePor,govern,1
ChikoKamaleon,ChikoKamaleon,1
Gerard Virgili,elpuntavui,1
Juan C Gutierrez F,cfustepe,1
Guillem Rovira,francescribera,1
Barahona,teleSURtv,1
Rafael Cacho,abc_es,1
Comp.Ara?,Ernesto01015101,1
Gerard Juarez,elespanolcom,1
Misael Alvarado,julioastillero,1
Fernando del Moral,PabloTilo,1
Sonidero Lastone,jcgarciabdn,1
lala,ErnestoEkaizer,1
Luis Enrique Nolasco,ABarrancoCh,1
Juanjo,ariasborque,1
fimalour,okdiario,1
francisco  corral,mascarporno,1
Lourdes M.,marianorajoy,1
Carmen Mar�a,Nanchinho,1
COSTAMARTA II*II,ForcadellCarme,1
SsssssssSsssssss,jordievole,1
J. Vicente,menchenluis96,1
Sao J,MiguelUrban,1
Ver�nika R�m,JulianAssange,2
Manuel Baixauli,masademocrata,1
TH3 SM3LL OF S4DN3SS,RataUnderground,1
Nancy Kimball,kylegriffin1,1
maria holgado,Albert_Rivera,1
VicBicBic,yeyodebote,1
Adri�n Montesinos,PabloTilo,1
O.T.O.F??,tjparfitt,1
Montserrat Bonell,philmusical,1
Helen Love,catalannews,1
manuel zavala,HugoCabezas78,1
Rep�blica Piruleta,LaVanguardia,1
David Francis,GeorgeKerevan,1
Agus,GINER,1
Fanalet de Fernando,tableroglobal,1
Anna,FT,1
Antoni Ferrer,catalangov,1
Da Real Naranjito,PSOE,1
Targaryen.,Edvardo_Munch,1
Rafael Mu�oz Soca,Karolinaetxea,1
Tonisha,europapress,1
D�dac Boza,tereturi,1
jordi rovira,julia_otero,1
Maiiderr!,masademocrata,1
N�ria Arbiol,diariARA,1
Chrona,AntonioMaestre,1
Nermin Alravy:,trtworld,1
Dolors Arimany,LaVanguardia,1
Soraya,agarzon,1
MANELvotarsdmocracia,jciurana,1
walden,mossos,1
Anna Santasusana,Candeliano,1
#,Reuters,1
Domingo,Susannagp,1
Harish Ramanujam,nandorvila,1
Gonzalo,voz_populi,1
sagrario,AristeguiOnline,1
Sima_Listi,ABarrancoCh,1
Tgnpep,CNN,1
BlindEyes____,froldandiez,1
Carlton Avery,catalangov,1
??ElHombreDeBlanco??,davidbroncano,1
lala laura,aaltafaj,1
Arnau 1-O VotemS� *X,catalannews,1
Mar�a Paz Casals,20m,1
Reggie Danger ?,CassandraRules,1
Punt?DeAgitaci?n?,JoseJPriego,1
Rodrigo Vera,atilioboron,1
F.Javier Villalvilla,FJVillalvilla,1
JMRD?,AntonioMaestre,1
�rsula Planelles,valdemolinos,1
Arwen,PhilAMellows,1
Mildred Manrique,800Noticias,1
Jack Brannigan,jacksparrago,1
Kitoyjodiendo,elespanolcom,1
Francisco Arag�n,DolcaCatalunya,1
JA,pepito_garca,1
Salvador Mujal Valls,JulianAssange,1
aNa,sumate_asoc,1
Rafa P�rez,blonstark,1
?Gazpacho Sideral?,IzquierdaRevol,1
Lauretta,AEscohotado,1
Mar�a?,_Parao,1
Khuvsgul ||�||,crpandemonium,1
90Mil Ciudadanos,martuniki,1
CARMEN G.TORRELLAS V,ElPitazoTV,1
Mayke Schultz,FT,1
alfonso hernandez,Univ_Deportivo,1
karinapelae,VillegasPoljak,1
Isma,ArranManlleu,1
Grangetown Plaid,catalannews,1
Tiago Nares Crean,ekrica,1
Migue Parks,frandepan,1
Shit from the Cow,ManonMasse_Qs,1
ANDREnalinA,AldaraMuinhos,1
neusbert,ErnestoEkaizer,1
Can Bravo,SocIsomer,1
Albareids,AntonioMaestre,1
Coriolano Giorgi,KRLS,1
Ra�l Aragon�s ||*||,GINER,1
Estic fins es ous,eldiarioes,1
Toni,DefensorPuebloE,1
Miss W,W3ndyZapata,1
Lloren� Prats,naciopolitica,1
isabel salmer�n berm,LaVanguardia,1
????,FCBarcelona,1
david montejo cobo,LubCynthia,1
Hector Oliveros Sr.,marianorajoy,1
Ricardo Martinez,ArnaldoOtegi,1
Gleny Barrera,ActualidadRT,1
charlusss,govern,1
Encarna Cazorla,sanchezcastejon,1
Alan Ba�aga,abasave,1
Alberto????,albertocc_,1
mariamm,sevillajordi,1
Jordi PUJOL ICART,Armando_Marcos,1
Luis Miguel Arroyo R,RaulFdez_7,1
Juan Poz,JuanPoz9,1
Palas Atenea,omniaveritas_,1
Jes�s S�nchez ?????,Kevin_Maguire,1
locomotiv,ActualidadRT,1
I�aki  Vel�zquez,LeonardoCurzio,1
The_Observer,catalanetcritic,1
Ram�n Ruiz,CaraotaDigital,1
Bernat Garrigos,vilallongapac,1
Jose Martinez,ClaraMENTE507,1
Planck,sputnik_TR,1
MOYA,pnique,1
Macarena,HeraldoMunoz,1
Esme,DPresidencia,1
FCR,rosamariaartal,1
Juan M. Rodriguez,Famelica_legion,1
Miguel San Millan,iruizquintano,1
Garazi,davidbroncano,1
Filotero,manel915,1
Cristina Quiroga,vilallongapac,1
werner_sp,noeliAcedo,1
Ic�a,frandepan,1
Pekados De Juventud,monicaoltra,1
Andreu Pacheco,GeorgeKerevan,1
Stitch???? #S�,blonstark,1
sputnik,FonsiLoaiza,1
la mari,ActualidadRT,1
Elena,ManuelaCarmena,1
julian rodriguez,TITORODRIGUEZZ,1
Emilio Mart�n L�zaro,Marsais_,1
Mireia Relat,rogerVcente,1
Pintanauta,perezreverte,1
Antonio  ??????,boye_g,1
Juan Luis Hortelano,DavidPombar,1
Iv�n Hern�n,cakealatake,1
Zurdo de mente.,_ju1_,1
Cora Casta�eda,ierrejon,1
Ferran Rodr�guez,lopezbofill,1
mike calebs,n_maes,1
Macbeda Blackstone,RogueCoder250,1
num�ro 9,FrenchFCB,1
Danguren,agarzon,1
?Gazpacho Sideral?,PatGuerreroGo,1
Ruvat & Nixie,Ferrialex11,1
Romen Alvarado,ActualidadRT,1
AlCarBornayGuill,Ferpna2,1
Calvohidratodcabrono,DebatAlRojoVivo,1
Ramon Puig Casajuana,btvnoticies,1
Lev Parrilla Angulo,pictoline,1
auxi.,agarzon,1
Quico Romeu #PPCC,puntinho10,1
Robbie Castle,IgnatiusFarray1,1
Maria Lindstr�m,ierrejon,1
Ana G. ?,Rivasbarrs,1
Asun Lasaosa Zazu,jonathanmartinz,1
Eliseo Oliveras,aminahekmet,1
adriana m. serra,masademocrata,1
groel,groelg,1
@LR,europapress,1
Victor Daniel Osorio,CervantesFAQs,1
Otilia Estorach,naciodigital,3
Crisespique,ForcadellCarme,1
Oscar E. Bland�n,HumoEscarlata2,1
juan perez lopez,Pablo_Iglesias_,1
Gabrielxsz,_Parao,1
Marta,mossos,1
Aleix,laly686,1
Eduard Ortiz,TheEconomist,1
Miquel Aniol ||*||,naciodigital,1
Jonathan S. ?,Gbastidas,1
Francisco Mese,ahorapodemos,1
cristian suarez,ErnestoEkaizer,1
Rapies -#CATexit,lizcastro,1
Solidaridad con Vzla,arturocazal,1
CALREI,sergiiiiii123,1
?Ma�io Lopez?,dgardoSacapunta,1
la oveja negra ?,Coordinadora25S,1
Joana Sampol,tv3cat,1
Nil Pu #CapgiremVic,DavidMeseguer,1
AJRA,sergiAAB,1
BUY FOLLO?ERS :toe,Snowden,1
cesar appelgren,_anapastor_,1
Jesus Maria Duran,CristianSeguraA,1
Get'On R TRUMP TRAIN,TRUMPMOVEMENTUS,1
Afifa Azzouz,_ju1_,1
marta?,JenniCatorce,1
Leonardo Perez,l_p_o,1
Enric Borr�s Abell�,nytimesworld,1
Miguel Angel Mart�n,mikihoyos,1
Mar�a Jos�,GuillermoJulioS,1
Javi,324cat,1
paloma aznarez,jjmabur,1
N�ria Orriols Guiu,diariARA,1
Valentin Rodr�guez,dcabellor,1
Kosako,TitoEbola,1
pastor gutierrez,ConElMazoDando,1
Enrique Benitez,elperiodico,1
R?,InesArrimadas,1
Diego Pillihuaman,bbcmundo,1
Rodolfo Guerra,ActualidadRT,1
J0RD1 H473R0,Cayetano_Rivera,1
Jairo,LaVanguardia,1
Katie,AJENews,1
Freckled,elbaronrojo,1
Bernat #NoPassaran!,yeyaboya,1
Jorge Blanco,tifusan,1
Maeusa,Zabayar,1
Nacxit ??,lucasarrimada,1
nancy margarita,manriquehector,1
quiqui,EdduSzeta,1
Minorte erestu,EsppeonzAguirre,1
Xavi Cameo 10 ||?||,kikucule,1
??????,LeonKrauze,1
Pablo,davidbroncano,2
Sergi,VilaWeb,1
Aleix L�pez Padilla,Nega_Maiz,1
Isabel Mendiz Carpi,Guerraeterna,1
Des_deMiquel.CAT,miquelmustera,1
?Maria?,Rubitervio,1
S.J. Santaeug�nia,ErnestoEkaizer,1
ChicoImperfecto?,TheAser97,1
Quirine Eijkman,SalilShetty,1
Josep Lluis,mossos,1
El Tonto �til,juanrallo,1
NoticentroCanal11,CNNEE,1
mi libro,pictoline,1
JavierM ?,JMasenvil,1
AnaN,elprogramadear,1
Jorge Fandos,quiquepeinado,1
wwwww,Rubitervio,1
Borja Quesada,Pablo_Iglesias_,1
Noe????,jorgeramosnews,1
fillo vidal,JoseMenaMusic,1
Biel Bauza Canaves,niporwifi,1
Juanki,okdiario,1
sergi pascual,LaVanguardia,1
sergio zapata pavie,paco68san1,1
JBlad�,EnricJuliana,1
Mariansapa,Paco__PO,1
Maribel Fita Biedma,davidbroncano,1
aguafiestas,javipaciencia,1
Igor Ortega,COSnacional,1
Nublorriquito,elmundoes,1
Alexander Castro,LaVanguardia,1
Toni Palma,davidbroncano,1
Roger o Bram,DavidMeseguer,1
Jos� L. Grimaldo ?,isanseba,1
JONASECAS,IzquierdaRevol,1
